Date,Symbol,Open,High,Low,Close,Volume
2024-07-22,AMZN,185.0,185.0599975585937,182.47999572753903,182.5500030517578,39931900
2024-07-23,AMZN,184.1000061035156,189.38999938964844,183.5599975585937,186.4100036621093,47537700
2024-07-24,AMZN,183.1999969482422,185.4499969482422,180.4100036621093,180.8300018310547,41532400
2024-07-25,AMZN,182.9100036621093,183.8999938964844,176.8000030517578,179.85000610351562,44464200
2024-07-26,AMZN,180.38999938964844,183.19000244140625,180.2400054931641,182.5,29506000
2024-07-29,AMZN,183.83999633789065,184.75,182.3800048828125,183.1999969482422,33270100
2024-07-30,AMZN,184.72000122070312,185.8600006103516,179.3800048828125,181.7100067138672,39508600
2024-07-31,AMZN,185.0500030517578,187.94000244140625,184.4600067138672,186.97999572753903,41667300
2024-08-01,AMZN,189.2899932861328,190.6000061035156,181.8699951171875,184.07000732421875,70435600
2024-08-02,AMZN,166.75,168.77000427246094,160.5500030517578,167.89999389648438,141448400
2024-08-05,AMZN,154.2100067138672,162.9600067138672,151.61000061035156,161.02000427246094,83149400
2024-08-06,AMZN,161.7100067138672,165.0800018310547,158.5399932861328,161.92999267578125,59950800
2024-08-07,AMZN,166.5500030517578,167.5800018310547,161.42999267578125,162.77000427246094,48408200
2024-08-08,AMZN,165.1699981689453,166.69000244140625,162.5500030517578,165.8000030517578,44616200
2024-08-09,AMZN,166.39999389648438,168.5500030517578,165.85000610351562,166.94000244140625,36401000
2024-08-12,AMZN,168.13999938964844,168.5500030517578,166.11000061035156,166.8000030517578,30072800
2024-08-13,AMZN,167.80999755859375,171.0399932861328,167.10000610351562,170.22999572753906,39237900
2024-08-14,AMZN,172.11000061035156,172.27999877929688,168.86000061035156,170.10000610351562,28843800
2024-08-15,AMZN,174.86000061035156,177.91000366210938,173.99000549316406,177.58999633789062,51698500
2024-08-16,AMZN,177.0399932861328,178.33999633789062,176.25999450683594,177.05999755859375,31489200
2024-08-19,AMZN,177.63999938964844,178.3000030517578,176.16000366210938,178.22000122070312,31129800
2024-08-20,AMZN,177.9199981689453,179.00999450683594,177.42999267578125,178.8800048828125,26255200
2024-08-21,AMZN,179.9199981689453,182.38999938964844,178.88999938964844,180.11000061035156,35599100
2024-08-22,AMZN,181.3800048828125,181.47000122070312,175.67999267578125,176.1300048828125,32047500
2024-08-23,AMZN,177.33999633789062,178.97000122070312,175.24000549316406,177.0399932861328,29150100
2024-08-26,AMZN,176.6999969482422,177.47000122070312,174.3000030517578,175.5,22366200
2024-08-27,AMZN,174.14999389648438,174.88999938964844,172.25,173.1199951171875,29842000
2024-08-28,AMZN,173.69000244140625,173.69000244140625,168.9199981689453,170.8000030517578,29045000
2024-08-29,AMZN,173.22000122070312,174.2899932861328,170.80999755859375,172.1199951171875,26407800
2024-08-30,AMZN,172.77999877929688,178.89999389648438,172.60000610351562,178.5,43429400
2024-09-03,AMZN,177.5500030517578,178.25999450683594,175.25999450683594,176.25,37817500
2024-09-04,AMZN,174.47999572753906,175.97999572753906,172.5399932861328,173.3300018310547,30309200
2024-09-05,AMZN,175.0,179.8800048828125,175.0,177.88999938964844,40170500
2024-09-06,AMZN,177.24000549316406,178.3800048828125,171.16000366210938,171.38999938964844,41466500
2024-09-09,AMZN,174.52999877929688,175.85000610351562,173.50999450683594,175.39999389648438,29037400
2024-09-10,AMZN,177.49000549316406,180.5,176.7899932861328,179.5500030517578,36233800
2024-09-11,AMZN,180.10000610351562,184.9900054931641,175.72999572753906,184.5200042724609,42564700
2024-09-12,AMZN,184.8000030517578,187.4100036621093,183.5399932861328,187.0,33544200
2024-09-13,AMZN,187.0,188.5,185.9100036621093,186.4900054931641,26495400
2024-09-16,AMZN,185.2899932861328,185.8099975585937,183.3600006103516,184.88999938964844,26065500
2024-09-17,AMZN,186.8500061035156,189.4499969482422,186.13999938964844,186.8800048828125,26091700
2024-09-18,AMZN,186.4499969482422,188.8000030517578,185.0599975585937,186.42999267578125,34448100
2024-09-19,AMZN,190.0399932861328,190.9900054931641,188.47000122070312,189.8699951171875,39543200
2024-09-20,AMZN,190.22999572753903,191.83999633789065,187.4100036621093,191.6000061035156,100378600
2024-09-23,AMZN,191.63999938964844,194.4499969482422,190.57000732421875,193.8800048828125,36993100
2024-09-24,AMZN,194.2700042724609,195.3699951171875,190.1300048828125,193.9600067138672,43478900
2024-09-25,AMZN,193.75,193.9499969482422,192.1600036621093,192.52999877929688,26391100
2024-09-26,AMZN,194.3099975585937,194.52999877929688,189.5399932861328,191.1600036621093,36334900
2024-09-27,AMZN,190.67999267578125,190.8999938964844,187.33999633789065,187.97000122070312,36002300
2024-09-30,AMZN,187.13999938964844,188.4900054931641,184.6499938964844,186.3300018310547,41583900
2024-10-01,AMZN,184.8999938964844,186.19000244140625,183.4499969482422,185.1300048828125,36044900
2024-10-02,AMZN,184.44000244140625,186.6000061035156,184.0399932861328,184.759994506836,23704100
2024-10-03,AMZN,183.0500030517578,183.44000244140625,180.8800048828125,181.9600067138672,30204300
2024-10-04,AMZN,185.75,187.6000061035156,183.6000061035156,186.509994506836,40890300
2024-10-07,AMZN,182.9499969482422,183.6000061035156,180.25,180.8000030517578,42364200
2024-10-08,AMZN,181.9199981689453,183.08999633789065,180.9199981689453,182.72000122070312,26372100
2024-10-09,AMZN,182.82000732421875,185.8500061035156,182.0500030517578,185.1699981689453,26343100
2024-10-10,AMZN,187.1300048828125,188.1300048828125,185.8300018310547,186.6499938964844,27785000
2024-10-11,AMZN,186.6300048828125,189.92999267578125,186.3000030517578,188.82000732421875,25751600
2024-10-14,AMZN,189.77999877929688,189.8300018310547,187.3600006103516,187.5399932861328,22614400
2024-10-15,AMZN,187.6300048828125,188.4100036621093,184.5800018310547,187.69000244140625,32178900
2024-10-16,AMZN,187.0500030517578,187.77999877929688,185.6100006103516,186.88999938964844,23456800
2024-10-17,AMZN,188.22000122070312,188.94000244140625,186.0,187.52999877929688,25039400
2024-10-18,AMZN,187.1499938964844,190.7400054931641,186.27999877929688,188.9900054931641,37417700
2024-10-21,AMZN,188.0500030517578,189.4600067138672,186.3999938964844,189.07000732421875,24639400
2024-10-22,AMZN,188.3500061035156,191.5200042724609,186.97999572753903,189.6999969482422,29650600
2024-10-23,AMZN,188.8500061035156,189.1600036621093,183.69000244140625,184.7100067138672,31937100
2024-10-24,AMZN,185.25,187.1100006103516,183.8600006103516,186.3800048828125,21647400
2024-10-25,AMZN,187.8500061035156,190.4499969482422,187.52999877929688,187.8300018310547,29362100
2024-10-28,AMZN,189.57000732421875,190.2100067138672,188.2100067138672,188.38999938964844,27930800
2024-10-29,AMZN,188.5800018310547,191.4600067138672,187.82000732421875,190.8300018310547,35690200
2024-10-30,AMZN,194.6999969482422,195.6100006103516,192.4199981689453,192.72999572753903,37707600
2024-10-31,AMZN,190.509994506836,190.6000061035156,185.22999572753903,186.3999938964844,75146800
2024-11-01,AMZN,199.0,200.5,197.0200042724609,197.92999267578125,99687800
2024-11-04,AMZN,196.4499969482422,197.3300018310547,194.3099975585937,195.77999877929688,38492100
2024-11-05,AMZN,196.0399932861328,199.82000732421875,195.9900054931641,199.5,30564800
2024-11-06,AMZN,200.009994506836,207.5500030517578,199.13999938964844,207.08999633789065,72292200
2024-11-07,AMZN,207.44000244140625,212.25,207.19000244140625,210.0500030517578,52878400
2024-11-08,AMZN,209.72000122070312,209.9600067138672,207.44000244140625,208.17999267578125,36075800
2024-11-11,AMZN,208.5,209.6499938964844,205.58999633789065,206.83999633789065,35456000
2024-11-12,AMZN,208.3699951171875,209.5399932861328,206.009994506836,208.9100036621093,38942900
2024-11-13,AMZN,209.3999938964844,215.08999633789065,209.13999938964844,214.1000061035156,46212900
2024-11-14,AMZN,214.1600036621093,215.8999938964844,210.8800048828125,211.47999572753903,42620300
2024-11-15,AMZN,206.759994506836,207.33999633789065,199.6100006103516,202.6100006103516,86591100
2024-11-18,AMZN,204.1499938964844,204.6699981689453,200.9499969482422,201.6999969482422,36409900
2024-11-19,AMZN,199.3300018310547,205.3000030517578,198.77999877929688,204.6100006103516,31197900
2024-11-20,AMZN,202.97999572753903,203.1300048828125,199.4499969482422,202.8800048828125,32769000
2024-11-21,AMZN,203.4900054931641,203.4900054931641,195.75,198.3800048828125,58800000
2024-11-22,AMZN,198.25,199.259994506836,196.75,197.1199951171875,31530800
2024-11-25,AMZN,199.27999877929688,201.9499969482422,199.0,201.4499969482422,40685700
2024-11-26,AMZN,201.8999938964844,208.0,201.7899932861328,207.8600006103516,41673700
2024-11-27,AMZN,206.97999572753903,207.63999938964844,205.0500030517578,205.7400054931641,28061600
2024-11-29,AMZN,205.8300018310547,208.1999969482422,204.58999633789065,207.88999938964844,24892400
2024-12-02,AMZN,209.9600067138672,212.9900054931641,209.509994506836,210.7100067138672,39523200
2024-12-03,AMZN,210.3099975585937,214.0200042724609,209.6499938964844,213.44000244140625,32214800
2024-12-04,AMZN,215.9600067138672,220.0,215.75,218.1600036621093,48745700
2024-12-05,AMZN,218.02999877929688,222.1499938964844,217.3000030517578,220.5500030517578,41140200
2024-12-06,AMZN,220.75,227.1499938964844,220.6000061035156,227.02999877929688,44178100
2024-12-09,AMZN,227.2100067138672,230.0800018310547,225.6699981689453,226.08999633789065,46819400
2024-12-10,AMZN,226.08999633789065,229.0599975585937,224.1999969482422,225.0399932861328,31199900
2024-12-11,AMZN,226.4100036621093,231.1999969482422,226.259994506836,230.259994506836,35385800
2024-12-12,AMZN,229.8300018310547,231.08999633789065,227.6300048828125,228.97000122070312,28204100
2024-12-13,AMZN,228.3999938964844,230.1999969482422,225.8600006103516,227.4600067138672,28768100
2024-12-16,AMZN,230.22999572753903,233.0,228.009994506836,232.92999267578125,37552100
2024-12-17,AMZN,232.38999938964844,232.72999572753903,227.8500061035156,231.1499938964844,35948100
2024-12-18,AMZN,230.7700042724609,231.3999938964844,220.1100006103516,220.5200042724609,43281400
2024-12-19,AMZN,224.9100036621093,226.08999633789065,222.9199981689453,223.2899932861328,39918700
2024-12-20,AMZN,219.83999633789065,226.2100067138672,218.72999572753903,224.9199981689453,88279200
2024-12-23,AMZN,225.009994506836,226.8800048828125,223.8999938964844,225.0599975585937,28070000
2024-12-24,AMZN,226.94000244140625,229.13999938964844,226.1300048828125,229.0500030517578,15007500
2024-12-26,AMZN,228.5,228.5,226.6699981689453,227.0500030517578,16146700
2024-12-27,AMZN,225.6000061035156,226.02999877929688,220.8999938964844,223.75,27367100
2024-12-30,AMZN,220.0599975585937,223.0,218.42999267578125,221.3000030517578,28321200
2024-12-31,AMZN,222.97000122070312,223.22999572753903,218.94000244140625,219.38999938964844,24819700
2025-01-02,AMZN,222.02999877929688,225.1499938964844,218.19000244140625,220.22000122070312,33956600
2025-01-03,AMZN,222.509994506836,225.3600006103516,221.6199951171875,224.19000244140625,27515600
2025-01-06,AMZN,226.77999877929688,228.83999633789065,224.83999633789065,227.6100006103516,31849800
2025-01-07,AMZN,227.8999938964844,228.3800048828125,221.4600067138672,222.1100006103516,28084200
2025-01-08,AMZN,223.19000244140625,223.5200042724609,220.1999969482422,222.1300048828125,25033300
2025-01-10,AMZN,221.4600067138672,221.7100067138672,216.5,218.94000244140625,36811500
2025-01-13,AMZN,218.0599975585937,219.3999938964844,216.47000122070312,218.4600067138672,27262700
2025-01-14,AMZN,220.44000244140625,221.82000732421875,216.1999969482422,217.759994506836,24711700
2025-01-15,AMZN,222.8300018310547,223.57000732421875,220.75,223.3500061035156,31291300
2025-01-16,AMZN,224.4199981689453,224.6499938964844,220.3099975585937,220.6600036621093,24757300
2025-01-17,AMZN,225.83999633789065,226.509994506836,223.0800018310547,225.94000244140625,42370100
2025-01-21,AMZN,228.8999938964844,231.77999877929688,226.94000244140625,230.7100067138672,39951500
2025-01-22,AMZN,232.0200042724609,235.44000244140625,231.19000244140625,235.009994506836,41448200
2025-01-23,AMZN,234.1000061035156,235.5200042724609,231.509994506836,235.4199981689453,26404400
2025-01-24,AMZN,234.5,236.3999938964844,232.92999267578125,234.8500061035156,25890700
2025-01-27,AMZN,226.2100067138672,235.6100006103516,225.8600006103516,235.4199981689453,49428300
2025-01-28,AMZN,234.2899932861328,241.7700042724609,233.97999572753903,238.1499938964844,41587200
2025-01-29,AMZN,239.0200042724609,240.38999938964844,236.1499938964844,237.07000732421875,26091700
2025-01-30,AMZN,237.13999938964844,237.9499969482422,232.22000122070312,234.63999938964844,32020700
2025-01-31,AMZN,236.5,240.2899932861328,236.4100036621093,237.67999267578125,36110200
2025-02-03,AMZN,234.0599975585937,239.25,232.8999938964844,237.4199981689453,37285900
2025-02-04,AMZN,239.009994506836,242.5200042724609,238.02999877929688,242.0599975585937,29713800
2025-02-05,AMZN,237.0200042724609,238.32000732421875,235.1999969482422,236.1699981689453,38727300
2025-02-06,AMZN,238.009994506836,239.6600036621093,236.009994506836,238.8300018310547,60897100
2025-02-07,AMZN,232.5,234.8099975585937,228.0599975585937,229.1499938964844,77539300
2025-02-10,AMZN,230.5500030517578,233.9199981689453,229.1999969482422,233.13999938964844,35419900
2025-02-11,AMZN,231.9199981689453,233.44000244140625,230.1300048828125,232.759994506836,23713700
2025-02-12,AMZN,230.4600067138672,231.17999267578125,228.1600036621093,228.92999267578125,32285200
2025-02-13,AMZN,228.8500061035156,230.4199981689453,227.5200042724609,230.3699951171875,31346500
2025-02-14,AMZN,229.1999969482422,229.88999938964844,227.22999572753903,228.67999267578125,27031100
2025-02-18,AMZN,228.82000732421875,229.3000030517578,223.72000122070312,226.6499938964844,42975100
2025-02-19,AMZN,225.5200042724609,226.8300018310547,223.7100067138672,226.6300048828125,28566700
2025-02-20,AMZN,224.77999877929688,225.1300048828125,221.8099975585937,222.8800048828125,30001700
2025-02-21,AMZN,223.27999877929688,223.3099975585937,214.7400054931641,216.5800018310547,55323900
2025-02-24,AMZN,217.4499969482422,217.72000122070312,212.4199981689453,212.7100067138672,42387600
2025-02-25,AMZN,211.6300048828125,213.33999633789065,204.1600036621093,212.8000030517578,58958000
2025-02-26,AMZN,214.94000244140625,218.1600036621093,213.08999633789065,214.3500061035156,39120600
2025-02-27,AMZN,218.3500061035156,219.97000122070312,208.3699951171875,208.7400054931641,40548600
2025-02-28,AMZN,208.6499938964844,212.6199951171875,206.9900054931641,212.27999877929688,51771700
2025-03-03,AMZN,213.3500061035156,214.009994506836,202.5500030517578,205.0200042724609,42948400
2025-03-04,AMZN,200.1100006103516,206.8000030517578,197.42999267578125,203.8000030517578,60853100
2025-03-05,AMZN,204.8000030517578,209.97999572753903,203.259994506836,208.3600006103516,38610100
2025-03-06,AMZN,204.3999938964844,205.7700042724609,198.3000030517578,200.6999969482422,49863800
2025-03-07,AMZN,199.4900054931641,202.2700042724609,192.52999877929688,199.25,59802800
2025-03-10,AMZN,195.6000061035156,196.72999572753903,190.8500061035156,194.5399932861328,62350900
2025-03-11,AMZN,193.8999938964844,200.17999267578125,193.3999938964844,196.58999633789065,54002900
2025-03-12,AMZN,200.72000122070312,201.5200042724609,195.2899932861328,198.88999938964844,43679300
2025-03-13,AMZN,198.1699981689453,198.8800048828125,191.82000732421875,193.88999938964844,41270800
2025-03-14,AMZN,197.4100036621093,198.6499938964844,195.32000732421875,197.9499969482422,38096700
2025-03-17,AMZN,198.7700042724609,199.0,194.32000732421875,195.7400054931641,47341800
2025-03-18,AMZN,192.5200042724609,194.0,189.3800048828125,192.82000732421875,40414900
2025-03-19,AMZN,193.3800048828125,195.97000122070312,191.9600067138672,195.5399932861328,39442900
2025-03-20,AMZN,193.07000732421875,199.32000732421875,192.3000030517578,194.9499969482422,38921100
2025-03-21,AMZN,192.8999938964844,196.9900054931641,192.5200042724609,196.2100067138672,60056900
2025-03-24,AMZN,200.0,203.63999938964844,199.9499969482422,203.259994506836,41625400
2025-03-25,AMZN,203.6000061035156,206.2100067138672,203.22000122070312,205.7100067138672,31171200
2025-03-26,AMZN,205.83999633789065,206.009994506836,199.92999267578125,201.1300048828125,32855300
2025-03-27,AMZN,200.88999938964844,203.7899932861328,199.27999877929688,201.3600006103516,27317700
2025-03-28,AMZN,198.4199981689453,199.259994506836,191.8800048828125,192.72000122070312,52548200
2025-03-31,AMZN,188.19000244140625,191.3300018310547,184.3999938964844,190.259994506836,63547600
2025-04-01,AMZN,187.8600006103516,193.92999267578125,187.1999969482422,192.1699981689453,41267300
2025-04-02,AMZN,187.6600036621093,198.33999633789065,187.6600036621093,196.009994506836,53679200
2025-04-03,AMZN,183.0,184.1300048828125,176.9199981689453,178.41000366210938,95553600
2025-04-04,AMZN,167.14999389648438,178.13999938964844,166.0,171.0,123159400
2025-04-07,AMZN,162.0,183.4100036621093,161.3800048828125,175.25999450683594,109327100
2025-04-08,AMZN,185.22999572753903,185.8999938964844,168.57000732421875,170.66000366210938,87710400
2025-04-09,AMZN,172.1199951171875,192.6499938964844,169.92999267578125,191.1000061035156,116804300
2025-04-10,AMZN,185.44000244140625,186.8699951171875,175.85000610351562,181.22000122070312,68302000
2025-04-11,AMZN,179.92999267578125,185.8600006103516,178.0,184.8699951171875,50594300
2025-04-14,AMZN,186.83999633789065,187.44000244140625,179.22999572753906,182.1199951171875,48002500
2025-04-15,AMZN,181.4100036621093,182.3500061035156,177.92999267578125,179.58999633789062,43642000
2025-04-16,AMZN,176.2899932861328,179.10000610351562,171.41000366210938,174.3300018310547,51875300
2025-04-17,AMZN,176.0,176.2100067138672,172.0,172.61000061035156,44726500
2025-04-21,AMZN,169.60000610351562,169.60000610351562,165.2899932861328,167.32000732421875,48126100
2025-04-22,AMZN,169.85000610351562,176.77999877929688,169.35000610351562,173.17999267578125,56607200
2025-04-23,AMZN,183.4499969482422,187.3800048828125,180.19000244140625,180.6000061035156,63470100
2025-04-24,AMZN,180.9199981689453,186.7400054931641,180.17999267578125,186.5399932861328,43763200
2025-04-25,AMZN,187.6199951171875,189.94000244140625,185.4900054931641,188.9900054931641,36414300
2025-04-28,AMZN,190.1100006103516,190.22000122070312,184.88999938964844,187.6999969482422,33224700
2025-04-29,AMZN,183.9900054931641,188.0200042724609,183.67999267578125,187.38999938964844,41667300
2025-04-30,AMZN,182.1699981689453,185.0500030517578,178.85000610351562,184.4199981689453,55176500
2025-05-01,AMZN,190.6300048828125,191.8099975585937,187.5,190.1999969482422,74266000
2025-05-02,AMZN,191.44000244140625,192.8800048828125,186.3999938964844,189.97999572753903,77903500
2025-05-05,AMZN,186.509994506836,188.17999267578125,185.52999877929688,186.3500061035156,35217500
2025-05-06,AMZN,184.57000732421875,187.92999267578125,183.8500061035156,185.009994506836,29314100
2025-05-07,AMZN,185.5599975585937,190.9900054931641,185.009994506836,188.7100067138672,43948600
2025-05-08,AMZN,191.42999267578125,194.3300018310547,188.82000732421875,192.0800018310547,41043600
2025-05-09,AMZN,193.3800048828125,194.69000244140625,191.1600036621093,193.0599975585937,29663100
2025-05-12,AMZN,210.7100067138672,211.6600036621093,205.75,208.63999938964844,75205000
2025-05-13,AMZN,211.0800018310547,214.83999633789065,210.1000061035156,211.3699951171875,56193700
2025-05-14,AMZN,211.4499969482422,211.92999267578125,208.8500061035156,210.25,38492100
2025-05-15,AMZN,206.4499969482422,206.8800048828125,202.6699981689453,205.1699981689453,64347300
2025-05-16,AMZN,206.8500061035156,206.8500061035156,204.3699951171875,205.58999633789065,43318500
2025-05-19,AMZN,201.6499938964844,206.6199951171875,201.259994506836,206.1600036621093,34314800
2025-05-20,AMZN,204.6300048828125,205.58999633789065,202.6499938964844,204.07000732421875,29470400
2025-05-21,AMZN,201.6100006103516,203.4600067138672,200.0599975585937,201.1199951171875,42460900
2025-05-22,AMZN,201.3800048828125,205.759994506836,200.1600036621093,203.1000061035156,38938900
2025-05-23,AMZN,198.8999938964844,202.3699951171875,197.8500061035156,200.9900054931641,33393500
2025-05-27,AMZN,203.08999633789065,206.69000244140625,202.19000244140625,206.0200042724609,34892000
